Verse ID,Chapter,Verse,Short English Translation,Ethical AI Logic Tag,AI System Application,Symbolic Conscience Mapping,Ethical Trait
18.39,18,39,"The pleasure, which at first and in the sequel deludes the  Self, arising from sleep, indolence and heedlessness, is declared  to be TAMASIC (Dull) .",,,,
18.40,18,40,"There is no being on earth, or again in heaven among the  ""DEVAS"" (heavenly beings) , who is totally liberated from the  three qualities, born of PRAKRITI (matter) .",,,,
18.41,18,41,"Of scholars (BRAHMANAS) , of leaders (KSHATRIYAS)  and of traders (VAISHYAS) , as also of workers (SHUDRAS) ,  O Parantapa, the duties are distributed according to the  qualities born of their own nature.",,,,
18.42,18,42,"Serenity, self-restraint, austerity, purity, forgiveness and  also uprightness, knowledge, realisation, belief-in-God --- are the  duties of the BRAHMANAS, born of (their own) nature.",,,,
18.43,18,43,"Prowess, splendour, firmness, dexterity, and also not fleeing  from battle, generosity, lordliness --- these are the duties of the  KSHATRIYAS, born of (their own) nature.",,,,
18.44,18,44,"Agriculture, cattle-rearing and trade are the duties of the  VAISHYAS, born of (their own) nature; and service is the duty  of the SHUDRAS, born of (their own) nature.",,,,
18.45,18,45,"Devoted, each to his own duty, man attains Perfection.",,,,
18.46,18,46,"From Whom is the evolution of all beings, by Whom all this  is pervaded, worshipping Him with one's own duty, man  attains Perfection.",,,,
18.47,18,47,"Better is one's own duty (though) destitute of merits, than  the duty of another well-performed.",,,,
18.48,18,48,"One should not abandon, O Kaunteya, the duty to which  one is born, though faulty; for, are not all undertakings  enveloped by evil, as fire by smoke?   After explaining this much about the nature (Swabhaava)  and the corresponding station-in-life (Swadharma), Krishna  builds up the idea to a subtle climax.",,,,
18.49,18,49,"He whose intellect is unattached everywhere, who has  subdued his self, from whom desire has fled, he, through  renunciation, attains the Supreme State of Freedom-from- action.",,,,
18.50,18,50,"How he, who has attained perfection, reaches BRAHMAN  (the Eternal) , that in brief do you learn from Me, O! Kaunteya,  that Supreme State-of-Knowledge.",,,,
18.51,18,51,Endowed with a pure intellect; controlling the self by  firmness;  relinquishing  sound  and  other  objects;  and  abandoning attraction and hatred;   ENDOWED WITH PURE UNDERSTANDING --- An  intellect that has grown to remain without vaasanaas.,,,,
18.52,18,52,"Dwelling in solitude; eating but little; speech, body and  mind  subdued;  always  engaged  in  meditation  and  concentration; taking refuge in dispassion;   DWELLING IN SOLITUDE (Vivikta-Sevee) --- A seeker  who has developed all the above-mentioned physical,  mental and intellectual adjustments, must now seek a  sequestered spot of loneliness.",,,,
18.53,18,53,"Having abandoned egoism, power, arrogance, desire, anger  and aggrandisement, and freed from the notion of 'mine, ' and  so peaceful --- he is fit to become BRAHMAN.",,,,
18.54,18,54,"Becoming BRAHMAN, serene in the Self, he neither  grieves nor desires; the same to all beings, he obtains a supreme  devotion towards Me.",,,,
18.55,18,55,"By devotion he knows Me in Essence, what and who I am;  then, having known Me in My Essence, he forthwith enters into  the Supreme.",,,,
18.56,18,56,"Doing all actions, always taking refuge in Me, by My grace  he obtains the Eternal, Indestructible State or Abode.",,,,
18.57,18,57,"Mentally renouncing all actions in Me, having Me as the  Highest Goal, resorting to the YOGA -of-discrimination, ever  fix your mind in Me.",,,,
18.58,18,58,"Fixing your mind upon Me, you shall, by My grace,  overcome all obstacles, but if, from egoism, you will not hear  Me, you shall perish.",,,,
18.59,18,59,"Filled with egoism, if you think, ""I will not fight, "" vain in  this, your resolve; (for) nature will compel you.",,,,
18.60,18,60,"O son of Kunti, bound by your own KARMA (action) born  of your own nature, that which, through delusion you wish not  to do, even that you shall do, helplessly.",,,,
18.61,18,61,"The Lord dwells in the hearts of all beings, O Arjuna,  causing all beings, by His illusive power, to revolve, as if  mounted on a machine.",,,,
18.62,18,62,"Fly unto Him for refuge with all your being, O Bharata; by  His grace you shall obtain Supreme Peace (and) the Eternal  Abode.",,,,
18.63,18,63,"Thus, the ""Wisdom"" which is a greater secret than all  secrets, has been declared to you by Me; having reflected upon it  fully, you now act as you choose.",,,,
18.64,18,64,"Hear again My supreme word, most secret of all; because  you are dearly beloved of Me, therefore, I will tell you what is  good (for you) .",,,,
18.65,18,65,"Fix your mind upon Me; be devoted to Me; sacrifice for Me;  bow down to Me; you shall come, surely then, to Me alone; truly  do I promise to you, (for) you are dear to Me.",,,,
18.66,18,66,"Abandoning all DHARMAS, (of the body, mind, and  intellect) , take refuge in Me alone; I will liberate thee from all  sins; grieve not.",,,,
18.67,18,67,"This is never to be spoken by you to one who is devoid of  austerities or devotion, nor to one who does not render service,  nor to one who desires not to listen, nor to one who cavils at Me.",,,,
18.68,18,68,"He who, with supreme devotion to Me, will teach this  supreme secret to My devotees, shall doubtless come to Me.",,,,
18.69,18,69,"Nor is there any among men who does dearer service to Me,  nor shall there be another on earth dearer to Me than he.",,,,
18.70,18,70,"And he who will study this sacred dialogue of ours, by him I  shall have been worshipped by the ""sacrifice-of-wisdom, "" such  is My conviction.",,,,
18.71,18,71,"That man also, who hears this, full of faith and free from  malice, he too, liberated, shall attain to the happy worlds of those  righteous deeds.",,,,
18.72,18,72,"Has this been heard, O son of Pritha, with single-pointed  mind? Has the distraction, caused by your 'ignorance, ' been  dispelled, O Dhananjaya?   Here, we find Lord Krishna, the teacher of the Geeta,  putting a leading question to his disciple, Arjuna, giving  him a chance to say how much he has benefited from the   Holy Geeta by Swami Chinmayananda  1341    discourses.",,,,
18.75,18,75,"Through the grace of Vyasa I have heard, this supreme and  most secret YOGA , directly from Krishna, the Lord of YOGA,  Himself declaring it.",,,,
18.76,18,76,"O King, remembering this wonderful and holy dialogue  between Keshava and Arjuna, I rejoice again and again.",,,,
18.77,18,77,"Remembering and again remembering, that most wonderful  Form of Hari, great is my wonder, O king; and I rejoice again  and again.",,,,
18.78,18,78,"Wherever is Krishna, the Lord of YOGA , wherever is  Paartha, the archer, there are prosperity, victory, happiness and  firm (steady or sound) policy; this is my conviction.",,,,
