Accession,Organism_Name,Submitters,Organization,Org_location,Release_Date,Isolate,Species,Length,Nuc_Completeness,Geo_Location,Country,Host,Isolation_Source,Collection_Date
OQ557066,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,768,partial,Nigeria: Ebudin,Nigeria,Mastomys natalensis,blood,2016-04-16
OQ557067,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,768,partial,Nigeria: Owo,Nigeria,Mastomys natalensis,blood,2019-05-15
OQ557068,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,768,partial,Nigeria: Owo,Nigeria,Mastomys natalensis,blood,2019-05-16
OQ557069,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,765,partial,Nigeria: Owo,Nigeria,Mastomys natalensis,blood,2019-05-17
OQ557070,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,768,partial,Nigeria: Owo,Nigeria,Mastomys natalensis,blood,2019-05-18
OQ557071,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,768,partial,Nigeria: Owo,Nigeria,Mastomys natalensis,blood,2019-05-18
OQ557072,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,768,partial,Nigeria: Owo,Nigeria,Mastomys natalensis,blood,2019-05-18
OQ557073,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,768,partial,Nigeria: Owo,Nigeria,Mastomys natalensis,blood,2019-05-18
OQ557074,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,768,partial,Nigeria: Owo,Nigeria,Mastomys natalensis,blood,2019-05-18
OQ557075,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,768,partial,Nigeria: Owo,Nigeria,Mastomys natalensis,blood,2019-05-18
OQ557076,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,768,partial,Nigeria: Owo,Nigeria,Mastomys natalensis,blood,2019-05-18
OQ557077,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,768,partial,Nigeria: Owo,Nigeria,Mastomys natalensis,blood,2019-05-19
OQ557078,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,768,partial,Nigeria: Owo,Nigeria,Mastomys natalensis,blood,2019-05-19
OQ557079,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,768,partial,Nigeria: Owo,Nigeria,Mastomys natalensis,blood,2019-05-19
